player_id,player_code,web_name,first_name,second_name,team_id,team_code,team_name,team_short_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,points_per_game,expected_points_this_gameweek,expected_points_next_gameweek,value_form,value_season,total_points,event_points,dreamteam_count,in_dreamteam,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,penalties_text,direct_free_kicks_order,direct_free_kicks_text,corners_and_indirect_free_kicks_order,corners_and_indirect_free_kicks_text
137,608181,Tzimas,Stefanos,Tzimas,5,36,Brighton,BHA,Forward,5.5,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,19,173,481,,,,,,
138,647850,Kostoulas,Charalampos,Kostoulas,5,36,Brighton,BHA,Forward,5.5,0.0,0.0,a,,,,,0.5,2.0,3.0,2.0,2.0,0.4,1.1,6,0,0,False,105,1,0,1,0,4,0,0,16,0.35,0.02,0.37,2.99,8,0,7,1,5.0,15.5,27.0,4.6,800,264,31917,8533,,,,,,
139,487117,Ferguson,Evan,Ferguson,5,36,Brighton,BHA,Forward,5.0,0.0,0.0,i,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,36,55,899,1396,,,,,,
328,222694,Struijk,Pascal,Struijk,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,a,,2026-08-15T20:30:07.523574Z,100,100,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,95,112,3059,6342,,,,,,
504,610799,Vuskovic,Luka,Vušković,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,a,,,,,2.4,2.0,3.0,2.0,2.0,0.4,1.2,6,0,0,False,180,2,0,0,1,4,0,0,17,0.16,0.05,0.21,3.22,12,11,5,1,35.2,12.8,17.0,6.5,1004,1937,45033,46862,,,,,,
594,538007,David,Promise,David,5,36,Brighton,BHA,Forward,6.0,0.0,0.0,a,,,,,0.2,0.3,1.0,0.3,0.3,0.0,0.2,1,0,0,False,10,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.04,0,0,0,0,0.0,3.7,0.0,0.4,297,288,7260,10151,2,,,,,
600,612855,Osman,Ibrahim,Osman,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,28,0,0,0,0,1,0,0,13,0.00,0.06,0.06,0.10,3,0,2,1,7.2,16.7,6.0,3.0,22,14,552,439,,,,,,
605,611695,Yalcouyé,Malick,Yalcouyé,5,36,Brighton,BHA,Midfielder,4.5,0.0,0.0,a,,,,,2.1,3.0,4.5,3.0,3.0,0.7,2.0,9,0,0,False,77,1,1,0,0,3,0,1,42,0.70,0.17,0.87,2.83,7,2,2,3,51.4,22.8,42.0,11.6,13397,1931,226149,36516,,,,,,
614,512123,Hadjam,Jaouen,Hadjam,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,54,19,2855,558,,,,,,
624,519324,Cozier-Duberry,Amario,Cozier-Duberry,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,u,Has joined Middlesbrough on loan for the rest of the season,2026-09-02T15:38:15.552951Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,13,117,69,,,,,,
639,592984,Andrés,José María,Andrés Baixauli,5,36,Brighton,BHA,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,69,8,330,50,,,,,,
652,471551,Azeez,Femi,Azeez,5,36,Brighton,BHA,Midfielder,5.5,0.0,0.0,i,Unspecified injury - Expected back 13 Sep,2026-09-04T11:30:08.661589Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,27,7,275,41,,,,,,
28,98980,Martinez,Emiliano,Martínez Romero,6,8,Chelsea,CHE,Goalkeeper,5.0,0.0,0.0,a,,,,,4.5,0.7,2.0,0.7,0.7,0.1,0.4,2,0,0,False,90,1,0,0,0,3,4,0,18,0.00,0.01,0.01,1.41,0,1,13,0,36.2,20.0,0.0,5.6,8072,2854,105836,123031,,,,,,
40,244850,Rogers,Morgan,Rogers,6,8,Chelsea,CHE,Midfielder,7.5,0.0,0.0,a,,,,,24.9,4.3,6.5,4.3,4.3,0.6,1.7,13,0,0,False,171,2,1,1,0,5,0,1,65,1.10,1.11,2.21,2.65,12,1,8,3,75.6,100.0,52.0,22.7,47612,10193,511013,403926,,,,,,
101,56979,Henderson,Jordan,Henderson,6,8,Chelsea,CHE,Midfielder,5.0,0.0,0.0,d,Wrist injury - 75% chance of playing,2026-08-09T09:30:07.136250Z,75,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,23,60,446,1517,,,,,,
136,50175,Welbeck,Danny,Welbeck,6,8,Chelsea,CHE,Forward,5.9,0.0,-0.1,a,,2026-08-20T14:00:07.949090Z,100,100,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,828,1109,11837,47910,,,,,,
140,215059,Sánchez,Robert,Lynch Sánchez,6,8,Chelsea,CHE,Goalkeeper,4.9,0.0,-0.1,u,Has joined Como on loan for the rest of the season,2026-09-02T16:20:41.841936Z,0,0,1.3,0.7,2.0,0.0,0.0,0.1,0.4,2,0,0,False,90,1,0,0,0,2,4,0,6,0.00,0.01,0.01,1.33,0,1,5,0,21.4,0.0,0.0,2.1,0,7025,10847,118578,,,,,,
141,508479,Jörgensen,Filip,Jörgensen,6,8,Chelsea,CHE,Goalkeeper,5.0,0.0,0.0,u,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,778,,,,,,
142,225796,James,Reece,James,6,8,Chelsea,CHE,Defender,5.5,0.0,0.0,a,,,,,8.0,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,112,1,0,0,0,3,0,0,4,0.10,0.07,0.17,1.47,6,6,5,0,23.8,17.2,21.0,6.2,2071,6908,91635,299388,,,,,,
143,180736,Chalobah,Trevoh,Chalobah,6,8,Chelsea,CHE,Defender,5.5,0.0,0.0,u,Has joined Como permanently,2026-08-10T14:03:50.769483Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,163,0,11750,,,,,,
144,482609,Gusto,Malo,Gusto,6,8,Chelsea,CHE,Defender,5.0,0.0,0.0,a,,,,,1.1,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,165,2,0,0,0,5,0,0,1,0.00,0.04,0.04,2.52,8,6,7,2,15.0,10.5,6.0,3.2,755,779,24006,33247,,,,,,
145,444463,Fofana,Wesley,Fofana,6,8,Chelsea,CHE,Defender,5.0,0.0,0.0,a,,2026-07-23T12:01:23.464591Z,100,100,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,67,1,0,0,0,2,0,0,-2,0.00,0.01,0.01,1.26,9,9,0,0,19.4,0.9,0.0,2.0,210,74,3602,1563,,,,,,
146,242880,B.Badiashile,Benoît,Badiashile Mukinayi,6,8,Chelsea,CHE,Defender,4.5,0.0,0.0,u,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,25,232,1544,,,,,,
148,551210,Hato,Jorrel,Hato,6,8,Chelsea,CHE,Defender,4.5,0.0,0.0,a,,,,,0.6,1.7,2.5,1.7,1.7,0.4,1.1,5,0,0,False,154,2,0,1,0,5,0,0,17,0.01,0.09,0.10,2.46,9,5,5,4,38.4,33.0,11.0,8.3,2478,584,29352,15495,,,,,,
149,460028,Colwill,Levi,Samuels Colwill,6,8,Chelsea,CHE,Defender,4.9,-0.1,-0.1,a,,,,,1.2,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,161,2,0,0,0,4,0,0,8,0.01,0.03,0.04,2.64,13,10,5,3,19.2,2.0,7.0,2.9,744,1405,19035,52782,,,,,,
150,574458,M.Sarr,Mamadou,Sarr,6,8,Chelsea,CHE,Defender,4.5,0.0,0.0,u,Has joined Real Sociedad on loan for the rest of the season,2026-08-29T00:34:23.077418Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,126,429,4424,,,,,,
151,577016,Acheampong,Josh,Acheampong,6,8,Chelsea,CHE,Defender,4.5,0.0,0.0,a,,,,,0.4,1.3,2.0,1.3,1.3,0.3,0.9,4,0,0,False,112,1,0,0,0,3,0,0,12,0.00,0.01,0.01,1.47,18,12,6,6,39.4,2.3,2.0,4.3,231,273,13088,10188,,,,,,
152,620109,Palestra,Marco,Palestra,6,8,Chelsea,CHE,Defender,5.4,0.0,-0.1,d,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.421239Z,75,75,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,112,2594,5893,152534,,,,,,
154,244851,Palmer,Cole,Palmer,6,8,Chelsea,CHE,Midfielder,9.6,0.0,0.1,a,,2026-08-24T22:00:07.971542Z,100,100,19.5,6.7,10.0,6.7,6.7,0.7,2.1,20,0,1,False,172,2,2,1,0,5,0,3,88,0.94,0.32,1.26,2.65,17,2,11,4,106.0,66.6,80.0,25.3,57545,4681,822319,229441,1,,,,,
156,247632,Neto,Pedro,Lomba Neto,6,8,Chelsea,CHE,Midfielder,6.5,0.0,0.0,a,,,,,1.3,2.7,4.0,2.7,2.7,0.4,1.2,8,0,0,False,81,1,1,0,0,2,0,0,41,0.44,0.40,0.84,1.48,8,3,4,1,50.4,29.7,42.0,12.2,1533,876,29046,43817,,,,,,
157,624773,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,6,8,Chelsea,CHE,Midfielder,6.4,0.0,-0.1,a,,,,,0.8,0.3,1.0,0.3,0.3,0.0,0.2,1,0,0,False,7,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.09,1,0,1,0,0.2,0.4,0.0,0.1,270,1308,9320,59844,3,,,,,
158,463936,Gittens,Jamie,Bynoe-Gittens,6,8,Chelsea,CHE,Midfielder,5.9,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,21,46,552,1794,,,,,,
159,486672,Caicedo,Moisés,Caicedo Corozo,6,8,Chelsea,CHE,Midfielder,5.4,0.0,-0.1,d,Unspecified injury - 75% chance of playing,2026-08-30T16:00:08.393562Z,75,75,1.9,0.3,1.0,0.2,0.2,0.1,0.2,1,0,0,False,13,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0,0,0,0,0.0,0.1,0.0,0.0,205,3773,12917,194247,,,,,,
161,514356,Lavia,Roméo,Lavia,6,8,Chelsea,CHE,Midfielder,5.0,0.0,0.0,a,,,,,0.2,2.7,4.0,2.7,2.7,0.5,1.6,8,0,0,False,131,2,1,0,0,4,0,0,40,0.75,0.03,0.78,2.31,16,5,7,4,52.6,22.7,66.0,14.2,723,215,15620,4892,,,,,,
163,491007,D.Essugo,Dário,Luís Essugo,6,8,Chelsea,CHE,Midfielder,4.5,0.0,0.0,u,Has joined RC Strasbourg on loan for the rest of the season,2026-09-02T16:20:41.865225Z,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,595,2698,8075,,,,,,
164,593117,Quenda,Geovany,Quenda,6,8,Chelsea,CHE,Midfielder,5.4,0.0,-0.1,a,,2026-07-24T20:30:10.609931Z,100,100,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,8,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.09,1,1,0,0,1.2,0.3,2.0,0.4,24,55,547,2071,,,,,,
165,475168,João Pedro,João Pedro,Junqueira de Jesus,6,8,Chelsea,CHE,Forward,7.7,0.0,0.2,a,,,,,71.3,6.7,10.0,6.7,6.7,0.9,2.6,20,0,1,True,180,2,2,2,0,5,0,4,89,1.86,0.10,1.96,2.74,6,1,4,1,104.0,45.5,83.0,23.2,32039,6645,883755,225581,,,,,,
168,499309,Marc Guiu,Marc,Guiu Paz,6,8,Chelsea,CHE,Forward,5.0,0.0,0.0,u,Has joined RB Leipzig permanently,2026-09-01T13:24:48.857362Z,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,1308,4102,20241,,,,,,
169,567119,Mheuka,Shumaira,Mheuka,6,8,Chelsea,CHE,Forward,4.5,0.0,0.0,a,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,910,457,12278,10624,,,,,,
170,503037,Emegha,Emmanuel,Emegha,6,8,Chelsea,CHE,Forward,5.0,0.0,0.0,a,,2026-07-24T20:30:10.622380Z,100,100,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,370,227,4529,5809,,,,,,
200,437499,Lacroix,Maxence,Lacroix,6,8,Chelsea,CHE,Defender,6.0,0.0,0.0,a,,,,,8.3,2.3,3.5,2.3,2.3,0.4,1.2,7,0,0,False,180,2,0,1,0,5,0,0,22,0.02,0.20,0.22,2.74,21,15,3,6,57.2,11.3,8.0,7.6,2931,4972,99332,199989,,,,,,
560,549939,Penders,Mike,Penders,6,8,Chelsea,CHE,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,25,55,783,1952,,,,,,
561,622758,Anselmino,Aaron,Anselmino,6,8,Chelsea,CHE,Defender,4.5,0.0,0.0,a,,2026-08-23T19:00:08.536705Z,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,24,10,371,730,,,,,,
568,543158,Barco,Valentín,Barco,6,8,Chelsea,CHE,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,8,0,0,0,0,1,0,0,1,0.04,0.00,0.04,0.07,1,1,0,0,0.0,0.0,4.0,0.2,58,94,1641,3828,,,,,,
583,498444,Chavarria,Pep,Chavarría,6,8,Chelsea,CHE,Defender,4.9,-0.1,-0.1,a,,,,,0.2,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,43,0,0,0,0,1,0,0,4,0.00,0.02,0.02,0.37,4,3,2,1,8.8,0.5,2.0,1.2,54,151,1799,6786,,,,,,
91,231065,Pinnock,Ethan,Pinnock,7,9,Coventry City,COV,Defender,4.5,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,12,0,0,0,0,1,0,0,-1,0.00,0.00,0.00,0.54,2,2,0,0,3.8,0.7,0.0,0.5,39,53,1118,2340,,,,,,
104,428580,Onyeka,Frank,Onyeka,7,9,Coventry City,COV,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.7,2.0,0.7,0.7,0.1,0.4,2,0,0,False,90,1,0,0,0,3,0,0,8,0.00,0.01,0.01,1.88,9,3,5,1,3.6,1.6,0.0,0.5,27,120,2862,5925,,,,,,
110,472739,Rushworth,Carl,Rushworth,7,9,Coventry City,COV,Goalkeeper,4.5,0.0,0.0,a,,,,,1.0,1.0,1.5,1.0,1.0,0.2,0.7,3,0,0,False,180,2,0,0,0,4,3,0,10,0.00,0.01,0.01,2.60,0,2,20,0,24.8,0.0,0.0,2.5,273,1852,15142,25477,,,,,,
171,484389,Dovin,Oliver,Dovin,7,9,Coventry City,COV,Goalkeeper,4.0,0.0,0.0,u,Has joined Leyton Orient on loan for the rest of the season,2026-09-02T15:44:14.839336Z,0,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,2042,8924,26748,,,,,,
172,110690,Wilson,Ben,Wilson,7,9,Coventry City,COV,Goalkeeper,4.5,0.0,0.0,a,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,27,145,519,7792,,,,,,
173,461102,Thomas,Bobby,Thomas,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,8.5,3.7,5.5,3.7,3.7,0.9,2.8,11,0,0,False,167,2,0,0,1,3,0,2,39,0.02,0.02,0.04,2.06,19,18,8,1,40.2,11.9,1.0,5.3,7438,5039,159657,98596,,,,,,
174,436761,Kitching,Liam,Kitching,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,u,Has joined Sheffield United on loan for the rest of the season,2026-09-02T16:21:03.612394Z,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,1232,981,16455,,,,,,
175,451284,van Ewijk,Milan,van Ewijk,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,11.7,1.0,1.5,1.0,1.0,0.2,0.8,3,0,0,False,180,2,0,0,0,4,0,0,7,0.00,0.20,0.20,2.60,9,7,6,2,26.0,35.9,8.0,7.0,2482,10006,78645,181831,,,,,,
176,173878,Dasilva,Jay,Dasilva,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,0.8,1.0,1.5,1.0,1.0,0.2,0.8,3,0,0,False,180,2,0,0,0,4,0,0,11,0.18,0.07,0.25,2.60,9,7,4,2,29.0,11.1,17.0,5.8,166,268,6054,11508,,,,,,
177,465390,Kesler-Hayden,Kaine,Kesler-Hayden,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,i,Hamstring injury - Unknown return date,2026-08-27T14:56:28.704361Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,55,308,2067,,,,,,
178,80178,Bidwell,Jake,Bidwell,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,67,48,1236,1770,,,,,,
179,204813,Latibeaudiere,Joel,Latibeaudiere,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,29,28,508,928,,,,,,
180,220583,Woolfenden,Luke,Woolfenden,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,i,Knee injury - Unknown return date,2026-08-27T14:56:28.718566Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,28,154,1633,5563,,,,,,
181,577411,Brau,Miguel,Brau,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,u,Has joined Academico de Viseu on loan for the rest of the season,2026-08-29T00:35:59.980316Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,33,275,1346,,,,,,
182,539142,Amenda,Aurèle,Amenda,7,9,Coventry City,COV,Defender,4.0,0.0,0.0,a,,,,,0.8,0.7,1.0,0.7,0.7,0.2,0.5,2,0,0,False,180,2,0,0,0,4,0,0,5,0.02,0.05,0.07,2.60,13,13,5,0,40.2,2.9,5.0,4.9,246,356,6698,12944,,,,,,
183,480457,Rudoni,Jack,Rudoni,7,9,Coventry City,COV,Midfielder,5.0,0.0,0.0,a,,2026-07-23T12:01:23.481435Z,100,100,0.1,1.3,2.0,1.3,1.3,0.3,0.8,4,0,0,False,90,1,0,0,1,0,0,0,15,0.21,0.09,0.30,0.31,11,1,8,2,12.4,31.5,21.0,6.5,51,106,2007,3974,,,,,,
184,168144,Grimes,Matt,Grimes,7,9,Coventry City,COV,Midfielder,5.0,0.0,0.0,a,,,,,0.2,1.3,2.0,1.3,1.3,0.3,0.8,4,0,0,False,180,2,0,0,0,4,0,0,28,0.01,0.05,0.06,2.60,17,5,12,0,27.6,24.6,2.0,5.4,31,247,2802,5787,3,,,,,
185,501459,Sakamoto,Tatsuhiro,Sakamoto,7,9,Coventry City,COV,Midfielder,4.9,0.0,-0.1,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,31,0,0,0,0,1,0,0,8,0.02,0.02,0.04,0.69,4,0,2,2,6.2,5.9,7.0,1.9,38,64,579,3262,,,,,,
186,241293,Mason-Clark,Ephron,Mason-Clark,7,9,Coventry City,COV,Midfielder,5.4,0.0,-0.1,a,,2026-08-19T18:00:08.310507Z,100,100,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,57,1,0,0,0,0,0,0,4,0.00,0.06,0.06,0.02,4,2,2,0,4.2,16.0,0.0,2.0,15,70,732,3736,,,,,,
187,439668,Eccles,Josh,Eccles,7,9,Coventry City,COV,Midfielder,4.9,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,13,512,716,,,,,,
188,226965,Torp,Victor,Torp,7,9,Coventry City,COV,Midfielder,5.4,0.0,-0.1,a,,,,,0.1,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,47,0,0,0,0,1,0,0,10,0.00,0.12,0.12,1.01,3,1,2,0,6.8,20.0,0.0,2.6,9,78,658,4874,2,,,,,
189,684268,Shepherd,George,Shepherd,7,9,Coventry City,COV,Midfielder,4.5,0.0,0.0,a,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,135,180,2845,7090,,,,,,
190,469272,Tchaouna,Loum,Tchaouna,7,9,Coventry City,COV,Midfielder,5.5,0.0,0.0,a,,,,,0.1,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,139,2,0,0,0,3,0,0,18,0.09,0.15,0.24,1.78,14,5,8,1,8.8,24.5,8.0,4.2,21,111,2911,5314,,,,,,
191,492498,Borges Rodrigues,Raphael,Borges Rodrigues,7,9,Coventry City,COV,Midfielder,4.5,0.0,0.0,u,Has joined Burton Albion on loan for the rest of the season,2026-09-02T15:44:14.868001Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,376,1943,5937,,,,,,
192,629397,Andrews,Kai,Andrews,7,9,Coventry City,COV,Midfielder,4.5,0.0,0.0,u,Has joined Oxford United on loan for the rest of the season,2026-08-29T00:35:59.998520Z,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,711,2718,25670,,,,,,
193,176412,Wright,Haji,Wright,7,9,Coventry City,COV,Forward,5.4,0.0,-0.1,i,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,16,177,369,8950,1,,,,,
194,230730,Thomas-Asante,Brandon,Thomas-Asante,7,9,Coventry City,COV,Forward,5.0,0.0,0.0,a,,,,,0.8,1.0,1.5,1.0,1.0,0.2,0.6,3,0,0,False,101,1,0,0,0,4,0,0,14,0.00,0.02,0.02,2.29,8,5,3,0,5.8,3.1,2.0,1.1,847,853,31830,26240,4,,,,,
195,218997,Simms,Ellis,Simms,7,9,Coventry City,COV,Forward,5.0,0.0,0.0,a,,,,,0.9,0.7,2.0,0.7,0.7,0.1,0.4,2,0,0,False,69,1,0,0,0,3,0,0,7,0.00,0.01,0.01,1.60,3,1,2,0,2.6,12.3,2.0,1.7,431,1062,30424,32666,,,,,,
196,551262,Markelo,Jahnoah,Markelo,7,9,Coventry City,COV,Forward,5.0,0.0,0.0,u,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,19,0,905,,,,,,
